party_id,document_text,document_lemmatized
KF,""," en værdig og omsorgsfuld ældrepleje . at blive gammel skulle være nogen , man glæde sig til . desværre være der i dag eksempel på en ældrepleje , som hverken være værdig eller omsorgsfuld . det være ikke i orden . i den konservativ folkeparti ønske vi en ældrepleje , hvor man mødes af kompetent ansætte , der have overskud og kende den gammel . vi ville styrke den fri valg og give vores gammel god mulighed for selv at bestemme i hverdag . for ingen skulle umyndiggøre , blot fordi man få behov for hjælp . samtidigt ville vi gøre det lettere for ildsjæle at byde ind med privat alternativ til den kommunal pleje . og så skulle man kunne gå fra en travl liv på arbejdsmarked til en ny seniorliv , uden at hverdag pludselig synes tom og indholdsløs . kort sige ville vi have værdighed tilbage i ældreplej . læse den konservativ udspil "
KF,""," en folkeskole der være god for al . en god start på liv kræve , at barn blive fagligt dygtig og alment danne , når de gå i skole . det være ikke i tilstrækkelig grad tilfælde i dag . cirka hver tiende elev forlade fortsat folkeskole uden at have bestå dansk og matematik . det være alt for mange , som dermed ikke have kundskab til at kunne begå sig – hverken i uddannelsessystem , på arbejdsmarked eller som borger i en demokratisk samfund . folkeskolereformen have dermed ikke levere på dens løfte . den stor udfordring , som folkeskole stå overfor for 10 år siden , være ikke blive løse . det skyldes , at alt for mange ressource være blive spilde på initiativ , som have fokusere på at levere meget undervisning af for dårlig kvalitet : understøttende undervisning , tvungen lektiecafee og en for lang skoledag . forsøg på at indføre en heldagsskole have på den ene side svigt den bogligt dygtig elev , der have savne faglig udfordring . den have på den anden side også svigte den elev med særlig udfordring og behov , som have svært ved at passe ind i den konventionel undervisning . begge del føre til mistrivsel blandt for mange elev . for at vi kunne give al barn en god skolegang , ønske vi ændringer af folkeskole . ikke revolutione , der kaste land skole ud i ny risikable omstillinge . men hårdt trænge ændringe , der målrettet adressere de udfordring , som skolerefor have efterlade uløst . med otte konkret forslag ville vi skabe en folkeskole , som udfordre al elev , der hvor de være . læse den konservativ udspil her "
KF,""," værnepligt burde udvide . pressemeddelelse fra rasmus jarlov i den konservativ folkeparti mene vi , at den dansk værnepligt både være for kort , og der være for få , som blive indkalde . derfor ønske parti at udvide værnepligt – ved eksempelvis at hæve værnepligt fra den nuværende fire måned til otte måned , som en del af den komme forsvarsforlig . vi have en historisk kort uddannelse – og en historisk lav antal værnepligtig . derfor mene vi , at værnepligt skulle fylde en stor rolle end den gøre i dag , sige parti forsvarsordføre rasmus jarlov . som det se ud i dag , blive der kun uddanne omkring 4000 værnepligtig om år . sidste år pådrog hel 98,6 % af mændene sig værnepligt frivilligt . når interesse være så stor , så burde de også have en god og lang uddannelse . i dag være værnepligt kun en rekrutteringsshow . vi ville hellere lave rigtig soldat ud af den værnepligtig . værnepligt skulle være en reel kapacitet , der skulle indgå som en vigtig del af forsvar af Danmark , sige rasmus jarlov . den konservativ folkeparti mene , at forsvar både skulle være stor og stærk . en ting være den international missione , nogen anden være danmark forsvar af egen grænse . vi se lige nu spændinger i østersø-region , hvor der være fare for nogen af vores alliere i baltikum . og her være det vigtig , at vi have en hær af en vis størrelse . vores egen sikkerhed være vigtig end at sende hær , flåde eller flyvevåbne på international missione , afslutter rasmus jarlov . "
LA,"","luk nørremarken og send det i privat udbud . tv2-dokumentar om forhold på plejehjemmene være hjerteskærende . og vi se allerede den rød tale om ” mange penge ” som en løsning . helt ærligt , vi kunne ikke blive ved med at belønne dårlig plejehjem med mange penge . vi få aldrig god ældrepleje , hvis ikke vi sætte borger i fokus , sikre meget konkurrence og mange konsekvens ved at behandle borger elendigt . det skulle jo være sådan fremover , at plejehjem skulle være selveje og fri , hvis de være offentlig eller decideret privat plejehjem . folk skulle kunne vælge frit hvor de ville bo . og når en plejehjem mishandle borger , skulle det gå konkurs . det skulle ikke belønne med mange skattekrone . vi huske al den forfærdelig udsendelse om else , som blive så umenneskelig behandle på plejehjem kongsgård i aarhus . det være desværre ikke en enlig svale . den frygt have jeg få bekræfte efter at have se udsendelse ” opråb fra plejehjemm ” . det være så rystende at se , hvordan enkelt plejer svigte den gammel . de byde på tøjauktion i sted for at tage sig af dø gammel . de holde paus hel tid , tale grimt til den gammel , anvende fysisk magt over for de , lade de ligge i halv døgn med beskidt ble , give de ikke mad og drikke , glemme deres medicin og man kunne blive ved . astrid krag være allerede ude og advare mod besparelse i den offentlig , men svar være jo ikke mange hånd . mene Astrid krag i ramme alvor , at beboer på nørremarke i køge ville få det bedre , hvis der sidde tre medarbejder og byde på tøj i arbejdstid , fremfor en enkelt ? en stor del af problem her være ledelse . og at for mange sted føle ledelse ingen ejerskab og ansvar for sted . det være en strukturel problem med mangel på ansvar og konkurrence . den socialdemokratisk løsning komme aldrig til at virke . vi skulle gentænke vores velfærdssamfund . borgerne skulle have mere frit valg , så de kunne forlade den dårlig sted , og den dårlig sted kunne få lov til at lukke og slukke . mens den god sted få lov til at blomstre . "
LA,""," ingen skandale med Mette frederikse uden slette sms ’ være . det gælde minkskandal , og det gælde skandale om forsvar efterretningstjenest . her være mette frederikse sms ’ være , som ellers skulle indgå i undersøgelse fra den kommission , som selvfølgelig komme , når regering have lave rav i den , selvfølgelig også blive slette . ja , i kende efterhånden historie . men kende i nogen , der ellers slette al sin sms ’ være ? jeg gøre ikke . det være jeg bekendt kun nogen , som kriminel og utro partner gøre . argument om , at Mette frederikse have slette sin sms ’ være af sikkerhedsmæssig hensyn , som i forvej være utroværdig i minkskandal , blive decidere absurd her , når vi netop skulle undersøge en skandale , som have gøre massiv skade på danmark sikkerhed – både for vores hemmelig tjenest og for vores forhold til vores vigtig alliere , usa . men vi kende jo regering måde at arbejde på . man sætte sig selv først – over embedsværke , over folkestyr og over land ve og vel . og man gøre al , hvad man overhovedet kunne , for at smyge sig udenom at blive kigge i kort . magtfuld og stærk , sådan ville man fremstå . men kigge man bag facade , kunne man se , at det netop bare være en facade , der skulle dække over dyb inkompetence , panik og hensynsløshed . så Mette frederikse gøre al , hvad hun kunne for at undgå , at dansker få lov at kigge bag facade . hun ville ikke have en advokatundersøgelse af sin egen grov vildledning i minksag , hun prøve at bagatellisere den skandaler , hun selv have skabe , og så slette hun sin sms ’ være . nu skulle vi til valg d. 1. november . landsmoderligt slå den hidtil uhørt magtfuldkomne statsminister Mette frederikse ud med arm og invitere til bred samarbejde . men uanset hvilken parti , hun sidde i regering med , uanset hvilken slogans , hun gå til valg på , og uanset hvad end anden partileder bilde sig ind , så kunne jeg garantere I for en ting : så længe , Mette frederikse blive sidde i statsministerstole , ville hun fortsætte med at forvalte magt på den måde , hun have gøre den sidste 3 år . med egoisme , lukkethed og magtfuldkommenhed . man kunne godt male strib på en tige over , men strib sidde der stadig . der være kun en vej væk fra mette frederiks magtfuldkommenhed , og det være at stemme på en parti , der aldrig nogensinde kunne finde på at pege på hun som statsminister . husk det , når du skulle stemme d. 1. november . "
LA,""," liberal alliances krav til en borgerlig regering . en borgerlig regering skulle forpligte sig på åbenhed , mådehold og respekt for folkestyr . og la ’ s opgave blive at sikre , at den leve op til denne ideal . denne valg være ikke bare en spørgsmål om blå mod rød . mange af den bære princippe i vores folkestyre være under pres , og derfor stå der denne gang nogen meget meget fundamentalt på spil , når dansker gå til stemmeboks . den sen valgperiode have nemlig byde på al for mange dybt bekymre skandalesag , og derfor være valg også en spørgsmål det den folkestyre , vi en dag skulle give videre til den næste generation . minkskandal , fe-sag , den gradvis udskiftning af neutral embedsmand , slet skjule forsøg på at undergrave fri medie og brug af usandhede som rambuk til at gennemtrumfe sin politik . Mette frederiks måde at lede land på sætte sig slet og ret som rust på demokrati tandhjul . en ny måling fra voxmet dokumentere , at 44,7 procent af dansker have få lille tillid til retssyste , politiker og den offentlig administration den sen år , mens blot 5,7 procent have få meget tillid . derfor have Danmark brug for en flertal , som kunne genoprette tillid til vores retsstat og folkestyre , og derfor handle valg denne gang også om nogen mere grundlæggende . for Danmark have brug for en lederskab , der udvise ydmyghed overfor sin magt , sin ansvar og den dansk demokratis spilleregl . derfor have vi i liberal alliance fire krav til en borgerlig regering . 1 ) insister på en sandhed og saglighed en borgerlig regering skulle holde sig til sandhed . i denne valgperiode have vi se alt for mange eksempel på hel og halv usandhede fra Mette frederikse og hendes minister . det være for eksempel hverken myndighed anbefaling at lukke samfund ned eller at slå al dansk mink ihjel under corona-pandemie , selvom Mette frederikse påstå det . borgerlig minister ville næppe kunne undgå at udtrykke sig upræcist eller endda sige nogen lodre forkert , for det være menneskelig at fejle . men med en ansvarlig regeringsførelse følge også en ansvar for at rette sin fejl , så vi bevare dansker tillid til den politisk system . 2 ) respekt for danmark lovprocesse og institutione vi borgerlig skulle have en helt anden respekt for folketing lovprocesse . det være en alvorligt problem for vores samfund , hvis politisk beslutning blive gennemføre uden lovhjemmel som i minkskandal . og vi skulle genoprette tillid til ministeri og myndighed som kilde til viden . vi skulle ikke tilbageholde myndigheder faglig rådgivning og oplysning , som Mette frederiks regering gøre det i sag som syriens-børnene . vi skulle ikke skubbe forvaltning foran vi for at legitimere den politisk beslutning , og hvis beslutning gå galt , skulle vi ikke smide embedsmænd under bus i situation , hvor politiker gå fri , mens mange embedsmand blive hjemsende . 3 ) en neutral og fagligt embedsværk vi borgerlig skulle ansætte den mest kvalificere i centraladministration gennem professionel rekrutteringsprocess . siden socialdemokrati indtage ministerierne være rekordmange departementschef blive udskifte , og mange af ministeri neutral pressechef være blive erstatte med medarbejder , som tilfældigvis have bånd til socialdemokrati . socialdemokrati tidlig finansminister , Bjarne corydon , have udtale , at ” embedsværket i denne valgperiode have undergå en sådan politisering , at den politisk system være i krise ” . det være en alvorligt problem , for dansker fortjene en embedsværk , hvor de ansætte være uafhængig af skifte regering og udelukkende besidde deres stilling på baggrund af kompetence – og ikke partibog . 4 ) stå vagt om den fri presse en borgerlig regering skulle insister på , at en fri presse være afgørende for vores folkestyre , og vi skulle ikke gøre medie til en fjende . det være fuldstændig uacceptabelt at true journalist til tavshed på samme måde , som Mette frederikse forsøge med berlingske chefredaktør , tom Jensen . det være en forudsætning for en velfungerende demokrati , at presse kunne gå kritisk til magthave uden at frygte for repressali . for uanset partifarve være vi politiker ikke kun vælge for at ride vores egen kæphest . vi være også vælge for at tage vare på folkestyr som helhed . vores folkestyre være møjsommeligt opbygge af bønd , arbejder , husmand , højskolelærer , købmand , håndværker , kvindesagsforkæmper og mange anden , der i årti efter årti have lidt og stridt for at skabe verden måske god samfund . den retsstatsprincippe , der udgøre grundsøjl i vores folkestyre , være her lang tid før , at nogen af vi blive en del af dansk politik . det være vores ansvar at sørge for , at de også være her den dag , ingen af vi være her mere . Danmark fortjene god end det , vi have se , siden der blive danne rød flertal . derfor skulle en borgerlig regering forplige sig på åbenhed , mådehold og respekt for folkestyr , når der forhåbentlig danne blå flertal efter valg . liberal alliances opgave blive at sikre , at en borgerlig regering leve op til denne ideal . ( kronik udgiv i jyllands-post D. 24. oktober 2022 ) "
LA,""," det være en tabe kamp at forhindre inflatio­nen svie , men ikke at forkorte den . nogen måtte sige sandhed : det blive en hård vinter , og det kunne vi politiker ikke forhindre . en ansvarlig økonomisk politik handle ikke om at forhindre , at inflation gøre ondt , men at forhindre , at det gøre ondt i lang tid den amerikansk økonom Thomas Sowell sige , at “ hvis du ville hjælpe folk , fortælle du de sandhed . hvis du ville hjælpe du selv , fortælle du de det , de gerne ville høre ” . inflation æde af dansker budgett , og vi gå en hård vinter i møde . men sandhed om dansk økonomi være , at det ikke udelukkende være hverken erhvervsliv såkaldt “ overnormal ” profitt eller putins invasion af ukrain , der stå fadder til inflationskrise . inflation skyldes både den udbudschok , der være affødt af energikris . men det skyldes så sandelig også centralbankerne lempelig pengepolitik og politikerne for lempelig finanspolitik under coronakrise . men selvom inflation i høj grad være skabe af centralbanke og politiker , så blive det dansker , som de være flest , der betale pris . og der være ingen vej udenom . for hvis vi ikke være villig til at skabe en opbremsning i økonomi , ville inflation fortsætte med at rasere . fode til inflation det være den skinbarlig sandhed . desværre være alt for mange af min kollega optage af , hvordan vi kunne garantere hjælpepakke til både pensionist , den lille erhvervsdrivende , den studerende , den arbejdsløs , børnefamili og de med gasfyr – og valgkamp være ikke engang tæt på at være slut . det være at have fokus den helt forkert sted . vi burde i sted fokusere på , hvordan vi kunne medvirke til , at inflation vare så kort tid som mulig – og så ellers lade markedsmekanisme virke . pengepolitikke have vi overlade til den europæisk centralbank , og vi måtte bare bede til gud om , at de ikke tøve med at hæve rent yderligere for at bekæmpe inflation . herhjemme kunne vi dog også selv bidrage , men det blive ikke på venstrefløj vagt , at vi få økonomisk ansvarlighed . for under Mette frederiks regeringstid have man den sen tre år sende nationaløkonomi ud på en socialdemokratisk sidespor . man have bruge statskasse som gavebod til at dele rundhåndet ud af checks til udvalgte vælgersegment – selvom både nationalbank og vismænd i den økonomisk råd advare mod , at gavebodspolitik blot puste yderligere til inflatione flamme . med meget end 40 skattestigning have man gøre 9/10 indkomstgruppe fattigere , og med høj afgift have man øge ulighed , fordi den stige skattetryk gå værst udover den fattig . det være nødvendig , at vi få økonomi tilbage fra den socialdemokratisk sidespor . ingen snuptagsløsninger kunne få vi smertefri igennem inflationskrise , men vi kunne tage nogen skridt i den rigtig retning ved at føre en ansvarlig og langsigtet økonomisk politik . spænd stat livrem ind en vej ud af morads være at gennemføre en opbremsning i den offentlig forbrug , slank den offentlig sektor og lave den nødvendig skatte- og arbejdsmarkedsreform , der ruste Danmark til fremtid . for den første burde vi følge nationalbank anbefaling om , at finanspolitikk stramme med cirka 1 procent af bnp ud af den økonomisk aktivitet . det være økonomsprog for enten at hæve skat med cirka 25 milliard eller at skære 25 mia. i den offentlig udgift . jeg mene selvfølgelig , at det burde være stat , der spænde livremmen ind , så dansker slippe for mange skattestigning . for den anden kunne vi afhjælpe lønpresse på den dansk arbejdsmarked ved at lave refor , der øge arbejdsudbudd . udfas efterlønne , afskaf arne-pension , lave en su-reform og halvér dagpengeperiod , og vi ville øge arbejdsudbudd med 50.600 fuldtidsperson . og det for den tredje kunne vi lave fuldt ud finansiere skattelettelse , så vi hjælpe dansker med at betale regninge . når valgresultatet inden længe tikke ind , og der forhåbentlig have indfunde sig en ny flertal i folketing med en borgerlig regering , ville det være en bund opgave at kigge på løsning som denne . og i al hvad vi gøre , være der to ting , vi skulle have for øje , når vi føre økonomisk politik : dæmpe det inflation ? og blive vi glad for det her på den lang bane ? mon ikke vi om ti år eksempelvis ville være mere glad for at have gøre den første 7000 krone skattefrie for al i arbejde end at have sætte elselskab til at udbyde kviklån for at dække elregning ? mon ikke vi om ti år ville være mere glad for at have fjerne afgift , der gøre dansker hverdag dyrere , end for at vi i 2022 få tildele en fejlslag varmecheck til socialdemokrati kernevælgere , borgmester uden gasfyr eller diverse kollegi ? det være spørgsmål som denne , du burde stille du selv , når du inden længe stå nede i stemmebokse og tænke på , hvem der bedst ville kunne føre vi gennem den økonomisk krise . og hvis du komme frem til , at din kryds skulle gå til liberal alliance ? ja , så ville vi arbejde sol sort for den langsigte løsning , der få inflation på ret køl samt sikre vækst , velstand og frihed . ( debatindlæg udgiv d. 13. oktober i børs ) "
LA,""," skatte­sy­stem bryde sammen , hvis vi ikke begynde at tænke vi om . debatt i kølvand på den konservativ skatteudspil vise , at det efter regering opfattelse ikke være mulig at spare så meget som en krone på den offentlig udgift . tværtimod skorte det ikke på idé til ny , udgiftskræve initiativ fra den venstre side af folketingssal . hvis vi hertil lægge , at der være en række velfærdsområde , som trods meget stor bevilling ikke fungere , som vi ønske , ville også denne forhold medvirke til at drive den offentlig udgift i vejr . endelig ligge der en del kende , men endnu ikke løse udfordring i horisont – den grøn omstilling , den stige aldring i befolkning eller generelt stige krav til den offentlig ydelse , blot for at nævne en par stykke – som også ville skulle finde finansiering . stå det til venstrefløj , skulle al denne stige udgift finansiere ved hjælp af ny eller forhøje skatt . skulle al problem afhjælpes via øget udgift , være der ingen anden vej . heroverfor stå en skattesystem , som allerede være på kant af en sammenbrud . skatterne begrænse den personlig frihed . desuden medvirke vores skattesystem til at reducere både arbejdsudbud , idérigdom og adgang til risikovillig kapital . vi skulle heller ikke regne med arbejdskraft udefra , fordi Danmark næppe forekomme specielt attraktiv for en tilflytter , når denne se størrelse af den skatt , der skulle betale for ydelse , den pågældende næppe nogensinde få del i . skattesystem på sammenbrudd rand ingen være længe i stand til at beregne deres egen skatt . virksomhed bruge astronomisk beløb på at gardere sig mod meget eller mindre uforklarlig , men altid dyre og langvarig skattesag . det tage omkring fire til fem år at få en klage behandle i ankesyste , og gå sag til domstol , forlænge tidshorisont med adskillig år . skattemyndighede slås selv med at administrere deres egen regel – trods rundhånde merbevilling . at vi være ende med en skattesystem på sammenbrudd rand , skyldes mange forhold . for den første , at al problem kun kunne klare ved hjælp af mange penge . penge , som skulle hente via skat . ingen undersøge , om den mange penge , der allerede bruge , kunne anvende klog og bedre . den offentlig have monopol på at levere stor se al velfærdsydelse – uden konkurrence og valgmulighed . ikke nogen under , hvis det sjældent føre til den god , billig og mest effektive løsning . for den anden være vores skattesystem – trods den stor byrde , det skulle løfte – særdeles uhensigtsmæssig indrette . skatteregler afspejle ønske om at regulere al tænkelig forhold – klima , social forhold , beskæftigelsesmæssig , sundhedsmæssig og en række anden forhold , som strengt tage ingen have med finansiering af den offentlig udgift at gøre . i sted for at forsøge at lave stringent , forståelig og effektive skatteregle være vores regel bygge op om ofte finurlig og , i god fald , omtviste retfærdighedsbetragtninge . resultat være dybt uhensigtsmæssig regel , som begrænse den indkomst , som skat skulle betale af . hvis den offentlig fortsat skulle løfte den byrde , som vi forvente , kræve det , at vi være langt mere omhyggelig med , hvordan vi bruge penge , og at vi ændre skat i en retning , så de ikke begrænse , men understøtte vækst , initiativ og risikovillighed . reaktion på den plan for en god skattesystem , som både liberal alliance og den konservativ have lægge frem , være ikke opløftende . ( debatindlæge udgiv i børs d. 12. oktober ) "
LA,""," mette frederikse være den dårlig nyhed for folkestyr siden besættelse . der være en ting , der være slem end magtfuldkommenhed , og det være magtesløshed . « det få Mette frederikse vrisset til sin partis sommergruppemøde , da hun blive forelægge beskyldning om at regere magtfuldkomment . svar sige jo på sin vis den hel . Mette frederikse have dygtig dyrke sin image som handlekraftig leder , der gøre folk vilje til virkelighed , ikke mindst under coronakrise . men spor blive lægge ud tidligere . i 2019 opruste hun i statsministeri stab med følge begrundelse : » jeg ønske at lede en regering , hvor vi sætte en klar politisk retning for Danmark . det være afgørende for jeg , at det være politisk valg – og dermed først og sidst dansker valg – der styre , hvilken retning vores samfund skulle i . « i sig selv være der ikke nødvendigvis nogen gal i det , men når vi se , hvordan det siden være gå , begynde mønstr at være klar . men alternative til magtfuldkommenhed behøve ikke at være magtesløshed . når man være statsminister i en folkestyre , være mening sådan se , at man regere med ydmyghed og respekt for den stor magt , man være blive bevilge indirekte af vælger og af folkestyr . for med stor magt komme stor ansvar . og mål hellige ikke midle – heller ikke , når man have en folkestemning i ryg . derfor være folkestyre og retsstat dansker værn mod politiker og myndighed , der ikke kunne styre sig . og derfor være jeg bekymre , når jeg se på den sen valgperiode : minkskandale , skandale om forsvar efterretningstjenest og Lars findsen , politisering af embedsværk og myndighed , tilbageholdelse af oplysning om for eksempel syriensbørn , usaglig afslag på aktindsigt og angreb på den fri presse . samtidig have vi en regering , der gå efter at så frygt og splittelse , for eksempel med københavnerbashing , akademikerbashing , bankbashing og udlændingebashing , og som konstant udvælge gruppe , som skulle belønne eller straffes med særordning , særskatt eller slet og ret checks . som rulle meget overvågning ud over dansker og indskrænke dansker fri valg til eksempelvis privat velfærd eller fordeling af barsel . vi have i velfærdsdanmark vænne vi utrolig meget til at tale om det , som politiker kunne få statsmagt til at gøre for vi . men nu begynde det at vise sig , at vi nok skulle tale lidt meget om det , som statsmagt kunne gøre ved vi , hvis den ikke være tæmme og binde . det ligge den menneske , der skabe og udvikle vores folkestyre , blandt anden højskolebevægelse , bondebevægels og arbejderbevægelse , meget på sinde at begrænse den måde , som stat kunne udøve sin magt på . det være vigtig for de at besjæle både grundlov i teori og folkestyre i praksis med ydmyghed over for magt og med enorm respekt for dansker ret til at leve i frihed og ansvar , så længe de adlød stat ( relativt få ) love . for de have netop opleve tilværelse i en samfund , hvor statsmagt kun tjene bestemt grupp interesse og ikke være til deling for al borger . de kende til følels af magtudøvelse , der ikke tage hensyn til de , og de vide , at en stat , der kunne give al til folk , også kunne tage al fra de . og de kunne deres historie , så de vide tilmed , at en demokrati uden regel kunne være lige så tyrannisk som en enevældig konge . derfor forstå de , at ingen skulle have absolut magt , heller ikke når de mene at handle på vegne af folk vilje . for magt korrumpere selv den god , og den tiltrække den slem . det være værd at dvæle vide , fordi det føle så længe siden nu . ikke desto mindre være det vores forfædres sejr , som vi i dag nyde godt af ved at leve i en af den fri , rig og mest menneskevenlig samfund , verden nogensinde have kendt – i en liberal demokrati . men overalt i vest se vi nu en fremvækst af politiker og bevægelse , der se ned på netop den liberal demokrati . uanset om det være den illiberal orbán , den konspiratorisk trump , vret identitetspolitikere eller fanatisk klimaaktivist , være den al enig om , at spilleregl ikke skulle gælde for de . for ifølge de stå den liberal demokrati med sin mange begrænsning , princippe og kompromisse i vej for at gøre den rigtig . det kræve åbenbart en cæsar at skære igennem al fnidderet og principrytteri og gribe til handling – til lyd af folk tordnende applau . og ja , jeg kunne godt forstå , at folk være træt af den måde , politik fungere på . brudte løfte , evindeligt ævl og kævl , langsommelig forhandling , kvælende bureaukrati , mangle fantasi , uigennemskueligt spin og kommunikation og alverden eu-forordning , konventione , sædvane og domme , som ingen mening give for en almindelig , fornuftigt tænke menneske . vi politiker have en enormt ansvar for at forsimple vores bureaukratisk system og være god til at få ting til at ske . men vi burde også være ærlig om det , vi ikke bare lige kunne få til at ske , og om den omkostning og ulempe , vores forslag have . for uden den liberal demokratis begrænsninge , princippe og kompromisse være der kun den formløs , rå magt uden regel eller forudsigelighed tilbage . og den blive ikke mere rimelig af at blive bruge i en såkaldt god sag tjeneste . men den kunne være tillokkende at hylde , når man brændende ville have nogen til at ske . fristelse til bare at gribe til handling være stor , også for vi politiker , der jo både gerne ville gøre nogen og derudover gerne ville genvælge . men husk , at uanset hvor meget , vi kunne juble over at få vores vilje i dag , kunne det være vi , der i morgen være de , der blive udøve rå magt mod . jeg have sige det før , og jeg sige det gerne igen : Mette frederiks måde at regere land på være den dårlig nyhed for folkestyr og retsstat siden besættelse . den være gennemsyre af en historisk stor foragt for den begrænsninge , som folkestyre og retsstat lægge på dens magt . det vise sig også vide , at den konstant fremture med harsk udfald mod kritiker og den fri presse , som den beskylde for blandt anden trumpisme , at påstå forkert ting uden belæg og være drive af » konspirationsteorie « og » blodrus « . hvor socialdemokrat være hoverende og magtfuldkomne i medvind , være de nu ynkelig og dårlig taber i modvind . og det være jo ikke bare borgerlig som jeg , der kunne se , at den være gal . det kunne politiken også . det kunne information også . det kunne sofie carst nielse også . men vi , der drømme om at få en ny – borgerlig – regering , skulle ikke glæde vi for tidligt . for den første være det aldrig godt bare at vinde fordi modstander blive fravalgt , og for den anden være det ikke nok , at en borgerlig statsminister satse på ikke at være lige så slem som Mette frederikse . vi borgerlig kunne gøre den meget bedre end det . og også bedre , end vi pleje . sidst lade vi for eksempel Inger Støjbergs lovbrud passere og fortsætte gladelig den ulovlig logning af dansker Teledata og lukkethed i offentlighedslov . der være masse af ting at kritisere vi borgerlig for , og det burde vi gå til åben og ærligt . kun sådan kunne vi vise dansker , at der være en anden måde at køre butik på end den , vi opleve nu . derfor have vi fremlinge nogen princippe for god , borgerlig regeringsførelse , som ville blive rettesnor for vores samarbejde med en borgerlig regering , som være afhængig af vores støtte : en borgerlig regering skulle forpligte sig på reformvillighed , åbenhed , mådehold med magt , respekt for faglighed og forsigtighed , når vi nærme vi lov grænse . folkestyr trænge til ilt , og det ville den få , hvis vi give ny liv til denne god princippe . det tro jeg , at dansker ville efterspørge på valgdag , og det stå liberal alliance klar til at levere . "
LA,""," slip iværksæt­te fri fra spænde­trøje af brandbe­skat­ning og overre­gu­le­ring . hvad være stor i liv end at skabe nogen ? liv som iværksætt være benhårdt . men samtidig være det også nogen af den mest meningsfuld , man kunne foretage sig . det mærke jeg selv , da jeg som uddanne el-installatør midt under finanskrise tage spring ud i at drive selvstændig virksomhed ved at købe en bruge installationsbil og begy at ringe potentiel kunde op . der være tid , hvor jeg være tæt på at gå ned med stress . men der være også tid , hvor jeg mærke sus og glæde af at skabe nogen helt konkre fra bund , og da jeg efter lang tid slid og slæb kunne ansætte min første medarbejder , indfandt stolthed sig , og jeg vide , at jeg have truffe den ret beslutning , da jeg blive selvstændig . iværksætteri være vigtig , fordi det skabe arbejdspladse , innovation og velstand , som komme hel samfund til gode . og fordi , det netop skabe en opbyggelig følelse af udvikling . problem være bare , at danmark høj skattetryk og tiltagende mængde unødvendig regulering hænge som en møllesten om hals på land iværksættere . det afspejle sig i tal . i første halvdel af 2022 have 19 procent få iværksætter mod på at starte egen virksomhed i forhold til samme periode sidste år , og på landsplan være antal af ny enkeltmandsvirksomhede falde med hel 16 procent , hvilken have føre vi til den lav niveau i fem år . og det være egentlig ikke så mærkeligt , for med en selskabsskat på 22 procent , en kapitalbeskatning på op til 42 procent og en topskat på 56 procent kunne det dårligt betale sig at være en af de , der yde en ekstra indsats her til land . hvis man være i tvivl om det , kunne man bare kaste en blik på , hvor få der have lyst til at blive bo i Danmark og give den en skalle til gavn for hel samfund . Danmark ligge under den europæisk gennemsnit , når det komme til at skabe højvækstvirksomhed . og ud af den 10 stor dansk virksomhed starte efter år 2000 have hel 8 af de vælge at forlade Danmark ved enten at blive børsnoteret i udland eller ved at blive opkøbe af udenlandsk investor og flytte virksomhed hovedsæde til udland . hertil komme , at ud af den 16 dansk virksomhed med en værdi over 1 milliard krone , der være starte i samme periode , have kun 3 vælge at blive børsnoteret i Danmark . det være en kæmpe problem , hvis vi fortsat ville være en velstående samfund . derfor blive vi nødt til at slippe iværksætt løs fra den spændetrøje af brandbeskatning og overregulering , som stat lige nu holde de fange i . for når virkelystne ildsjæle efter mange år hård arbejde med lav løn og ring jobsikkerhed omsider få stable en rentabel forretning på ben , skulle de kunne høste frugt af deres hård arbejde . det være ikke bare en spørgsmål om sund fornuft , men også om anstændig moral . bureaukrati være bevidst benspænd men skattetrykke være ikke den eneste bremseklods på vej til en samfund , hvor mange skabe nogen . den offentlig sektor opstille også en lang række bureaukratisk benspand for iværksætter . som selvstændig i håndværksbranch have jeg selv mærke en lang række af denne forhindring . det gælde for_eksempel , når man som lille selvstændig forsøge at sætte sig ind i regnskabs- og skatteregle og ikke kunne få en klar og effektiv svar , når man henvende sig til skat , og det tidsforbrug , som for_eksempel danmark statistik og erhvervsstyrelse pålægge virksomhed i form af en lang række dataindsamlingskrav , samt affaldsgebyr fra kommune , selvom den virksomhed , man have stifte , måske slet ikke producere erhvervsaffald . lav skatt og lille bureaukrati være naturligvis den to primær løsning , der kunne slippe dansker virkelyst fri . dertil komme en tredje spor , nemlig at lukke op for øge konkurrence på den område , som den offentlig sektor sidde tungt på i dag . det dreje sig blandt anden om kollektiv transport , børnepasning , ældrepleje og sundhed . denne marked være i dag relativt lukke land for iværksætter . faktisk forsøge venstrefløj at gøre den helt umulig at tjene penge som privat børnepasse gennem forbud mod at udtage profit fra privat pasningsordning . lov blive justere i sidste øjeblik pga. en enorm modstand fra forælder land over , der være tilfreds med deres privat pasningsordning . faktum være dog stadig , at det være kompliceret eksempelvis at åbne en privat børnehave , da kommune have en lang række detaljere krav til , hvilken præmisse man måtte åbne en pasningstilbud på . krav , der handle meget om at spænde ben end at sikre en god service . sænk skatt og afgift og fjern den bureaukratisk benspænd , så mange dansker kunne slippe deres kraft fri og starte deres egen virksomhed ! for borger , der være fri til at skabe nogen , være til gavn for de selv , deres familie , deres nabolag og faktisk også rest af Danmark . ( debatindlæge udgiv i børs d. 22. september 2022 ) "
